,日付,カテゴリーコード,カテゴリー名称,市場コード,市場名称,数量
166,2022/09/25,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,108038.255
169,2022/09/26,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,99305.4454
172,2022/09/27,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,130822.8996
175,2022/09/28,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,93322.3656
178,2022/09/29,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,98395.2458
181,2022/09/30,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,91095.5272
1,2022/10/1,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,1.5804
4,2022/10/2,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,0.3161
7,2022/10/3,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,98351.904
10,2022/10/4,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,131906.9277
13,2022/10/5,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,92814.2477
16,2022/10/6,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,95829.6921
19,2022/10/7,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,92421.4228
22,2022/10/8,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,117027.9096
25,2022/10/9,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,97904.9342
28,2022/10/10,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,100595.3406
31,2022/10/11,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,139627.6378
34,2022/10/12,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,92609.2169
37,2022/10/13,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,100775.949
40,2022/10/14,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,104591.741
43,2022/10/15,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,138976.4216
46,2022/10/16,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,105050.927
49,2022/10/17,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,97741.6086
52,2022/10/18,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,131661.7262
55,2022/10/19,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,91368.1198
58,2022/10/20,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,98738.0531
61,2022/10/21,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,93057.8049
64,2022/10/22,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,112217.4582
67,2022/10/23,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,102527.6023
70,2022/10/24,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,96931.2915
73,2022/10/25,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,138837.0571
76,2022/10/26,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,91184.5508
79,2022/10/27,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,94886.0751
82,2022/10/28,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,92082.2185
85,2022/10/29,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,112603.2919
88,2022/10/30,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,99088.8413
91,2022/10/31,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,93908.4898
94,2022/11/1,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,145729.8783
97,2022/11/2,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,83791.6143
100,2022/11/3,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,96806.4761
103,2022/11/4,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,89208.9937
106,2022/11/5,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,109769.8474
109,2022/11/6,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,98830.8936
112,2022/11/7,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,96738.4033
115,2022/11/8,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,129266.6927
118,2022/11/9,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,88106.5151
121,2022/11/10,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,95418.3874
124,2022/11/11,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,87940.7735
127,2022/11/12,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,110811.6505
130,2022/11/13,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,101206.6076
133,2022/11/14,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,92586.9685
136,2022/11/15,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,144459.2496
139,2022/11/16,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,84206.8278
142,2022/11/17,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,90105.4465
145,2022/11/18,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,84728.8271
148,2022/11/19,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,105543.428
151,2022/11/20,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,99982.5405
154,2022/11/21,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,91710.2042
157,2022/11/22,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,121555.2064
160,2022/11/23,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,80072.2099
163,2022/11/24,1-2--,生鮮食品,1008--009,RDS06 スーパー 08 九州,99340.6207
