,日付,カテゴリーコード,カテゴリー名称,市場コード,市場名称,数量
8,2022/04/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173636.8775
11,2022/04/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175743.094
14,2022/04/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173019.9482
17,2022/04/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,148207.4434
20,2022/04/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,151481.7953
23,2022/04/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,163880.9911
26,2022/04/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,196587.2277
29,2022/04/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,181050.0443
32,2022/04/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168784.905
35,2022/04/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,185918.785
38,2022/04/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160313.8952
41,2022/04/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168199.7734
44,2022/04/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,209155.8746
47,2022/04/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,210282.0099
50,2022/04/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,190927.6178
53,2022/04/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,181029.021
56,2022/04/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,176858.6586
59,2022/04/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,159000.3324
62,2022/04/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,159420.2829
65,2022/04/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173072.2974
68,2022/04/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,188010.6516
71,2022/04/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,187878.5628
74,2022/04/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,192351.3254
77,2022/04/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,155324.6441
80,2022/04/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,169997.6132
83,2022/04/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,172742.2091
86,2022/04/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174284.1228
89,2022/04/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,194804.772
92,2022/05/01,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,189041.1014
95,2022/05/02,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,199793.3796
98,2022/05/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,190485.8137
101,2022/05/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173388.0816
104,2022/05/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186260.5917
107,2022/05/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,163378.7589
110,2022/05/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,182308.3796
113,2022/05/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,176773.5496
116,2022/05/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164549.6812
119,2022/05/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,163241.1552
122,2022/05/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,145813.4758
125,2022/05/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,144004.7404
128,2022/05/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,142961.0433
131,2022/05/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,199977.7687
134,2022/05/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,192008.379
137,2022/05/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170962.3873
140,2022/05/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168478.7684
143,2022/05/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,150143.1447
146,2022/05/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,152639.3683
149,2022/05/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154415.9224
152,2022/05/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,192104.6976
155,2022/05/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,176455.4422
158,2022/05/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174548.6512
161,2022/05/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,169648.5784
164,2022/05/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,161522.7483
167,2022/05/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,147273.3418
170,2022/05/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174464.315
173,2022/05/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,189772.8927
176,2022/05/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,179505.5013
179,2022/05/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164418.7282
182,2022/05/31,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,167843.5975
2,2022/06/01,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,155769.1902
5,2022/06/02,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,151091.7198
8,2022/06/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164063.3598
11,2022/06/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,200330.8563
14,2022/06/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170116.6505
17,2022/06/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,176497.3463
20,2022/06/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,169982.84
23,2022/06/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,150336.603
26,2022/06/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,147307.9047
29,2022/06/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166943.9831
32,2022/06/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,188929.162
35,2022/06/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,183338.1685
38,2022/06/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,161054.3104
41,2022/06/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162849.8504
44,2022/06/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,196030.745
47,2022/06/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,156223.733
50,2022/06/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165278.9699
53,2022/06/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,197775.2258
56,2022/06/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186469.0092
59,2022/06/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,169857.827
62,2022/06/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,159402.4718
65,2022/06/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,153330.8873
68,2022/06/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,152577.922
71,2022/06/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164559.773
74,2022/06/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,187226.0599
77,2022/06/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,188783.2523
80,2022/06/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,180654.8836
83,2022/06/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174953.1137
86,2022/06/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160408.162
89,2022/06/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,158291.2614
92,2022/07/01,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,178369.9773
95,2022/07/02,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,203018.5935
98,2022/07/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,189123.4076
101,2022/07/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,189856.8998
104,2022/07/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154782.7211
107,2022/07/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,157362.8091
110,2022/07/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,158225.7734
113,2022/07/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175758.3348
116,2022/07/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,205224.4636
119,2022/07/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,194756.0228
122,2022/07/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,177689.848
125,2022/07/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170743.7688
128,2022/07/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,156756.4354
131,2022/07/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,156742.1737
134,2022/07/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,180839.6207
137,2022/07/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,201275.9239
140,2022/07/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,181830.0704
143,2022/07/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,189312.8876
146,2022/07/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166305.2145
149,2022/07/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162187.6085
152,2022/07/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165417.6723
155,2022/07/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,172069.3188
158,2022/07/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,203442.0696
161,2022/07/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,177013.0862
164,2022/07/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,201471.3352
167,2022/07/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,181061.9101
170,2022/07/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166300.5164
173,2022/07/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165936.795
176,2022/07/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,181620.1015
179,2022/07/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186041.9654
182,2022/07/31,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,185380.127
2,2022/08/01,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,203463.1317
5,2022/08/02,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,185921.1174
8,2022/08/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,171835.1747
11,2022/08/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166427.6695
14,2022/08/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,185769.4356
17,2022/08/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,198087.712
20,2022/08/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,192077.8843
23,2022/08/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,200872.1475
26,2022/08/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,194856.6771
29,2022/08/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186818.3816
32,2022/08/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,205866.6672
35,2022/08/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,235976.69
38,2022/08/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,220876.4361
41,2022/08/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,184452.8394
44,2022/08/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,207648.1047
47,2022/08/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,179996.5464
50,2022/08/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154936.2316
53,2022/08/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165689.9308
56,2022/08/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170933.736
59,2022/08/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,190564.1514
62,2022/08/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175149.441
65,2022/08/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,182536.6899
68,2022/08/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174329.2993
71,2022/08/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,152680.5715
74,2022/08/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,167276.754
77,2022/08/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164921.2881
80,2022/08/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,187866.1763
83,2022/08/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174537.02
86,2022/08/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,179380.7974
89,2022/08/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168909.6911
92,2022/08/31,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,158238.0158
95,2022/09/01,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160488.603
98,2022/09/02,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,161170.148
101,2022/09/03,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,200838.5376
104,2022/09/04,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186566.883
107,2022/09/05,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,187020.3292
110,2022/09/06,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,135540.5285
113,2022/09/07,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154635.2045
116,2022/09/08,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,147927.6795
119,2022/09/09,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168090.2862
122,2022/09/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,200269.2862
125,2022/09/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173887.9081
128,2022/09/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,168408.0227
131,2022/09/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162375.965
134,2022/09/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,151554.4091
137,2022/09/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,188644.1058
140,2022/09/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,201027.5858
143,2022/09/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,278928.5651
146,2022/09/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,135814.6413
149,2022/09/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,141944.7355
152,2022/09/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,195181.023
155,2022/09/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,161764.8623
158,2022/09/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,172938.7488
161,2022/09/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,190725.2903
164,2022/09/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,183720.9734
167,2022/09/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,179776.3618
170,2022/09/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165461.1102
173,2022/09/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154352.0973
176,2022/09/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,148288.6076
179,2022/09/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,145948.9066
182,2022/09/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,153985.4248
2,2022/10/1,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,190130.0414
5,2022/10/2,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,171872.1199
8,2022/10/3,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175453.9107
11,2022/10/4,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,156358.2124
14,2022/10/5,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,148079.4062
17,2022/10/6,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,142200.2234
20,2022/10/7,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166402.957
23,2022/10/8,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,191461.3129
26,2022/10/9,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,173342.8766
29,2022/10/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,182529.3244
32,2022/10/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162496.9734
35,2022/10/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,141921.7582
38,2022/10/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,145733.89
41,2022/10/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,167669.0265
44,2022/10/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,209325.9677
47,2022/10/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,171541.7003
50,2022/10/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164271.3343
53,2022/10/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162088.0215
56,2022/10/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,143881.4026
59,2022/10/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,151912.1855
62,2022/10/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,153876.0386
65,2022/10/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,188297.1533
68,2022/10/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,174722.0784
71,2022/10/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164157.6021
74,2022/10/25,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170784.4432
77,2022/10/26,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,146865.9316
80,2022/10/27,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,148643.5012
83,2022/10/28,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,155665.57
86,2022/10/29,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,186593.345
89,2022/10/30,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175125.1774
92,2022/10/31,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,170776.0265
95,2022/11/1,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,167863.3925
98,2022/11/2,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,142841.7838
101,2022/11/3,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,164936.3178
104,2022/11/4,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,155400.5494
107,2022/11/5,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,178801.7287
110,2022/11/6,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,165119.6998
113,2022/11/7,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160380.1625
116,2022/11/8,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154277.4731
119,2022/11/9,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,139452.4251
122,2022/11/10,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,146904.159
125,2022/11/11,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160773.7034
128,2022/11/12,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,184706.3598
131,2022/11/13,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,166128.4117
134,2022/11/14,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,162291.6276
137,2022/11/15,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,175775.7609
140,2022/11/16,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,137242.825
143,2022/11/17,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,134181.604
146,2022/11/18,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,146662.9814
149,2022/11/19,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,172634.9925
152,2022/11/20,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,161513.996
155,2022/11/21,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160649.5699
158,2022/11/22,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,160323.4315
161,2022/11/23,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,154054.3227
164,2022/11/24,1-3--,菓子類,1008--009,RDS06 スーパー 08 九州,143916.2318
