,日付,カテゴリーコード,カテゴリー名称,市場コード,市場名称,数量
6,2022/4/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,404620.0027
9,2022/4/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,394764.9424
12,2022/4/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388283.739
15,2022/4/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,332959.7704
18,2022/4/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,328624.2294
21,2022/4/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,359193.4409
24,2022/4/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,410093.6157
27,2022/4/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401238.8056
30,2022/4/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,381906.0315
33,2022/4/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,409652.6938
36,2022/4/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,335329.2828
39,2022/4/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,341105.0058
42,2022/4/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,459542.9062
45,2022/4/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,411306.3576
48,2022/4/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,405519.0425
51,2022/4/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,403395.2743
54,2022/4/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,383753.9764
57,2022/4/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,333163.0772
60,2022/4/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,327376.2641
63,2022/4/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,361171.1301
66,2022/4/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,387335.547
69,2022/4/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,408181.2421
72,2022/4/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,434366.6578
75,2022/4/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,338326.0997
78,2022/4/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,346072.1969
81,2022/4/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,348168.9413
84,2022/4/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,335853.6497
87,2022/4/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,381106.3683
90,2022/5/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401290.5348
93,2022/5/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,420278.8131
96,2022/5/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,366853.906
99,2022/5/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,326671.7027
102,2022/5/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,355167.823
105,2022/5/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,377201.1004
108,2022/5/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,380146.3839
111,2022/5/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,386803.9031
114,2022/5/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,392078.1451
117,2022/5/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388227.5898
120,2022/5/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,331869.04
123,2022/5/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,319610.0842
126,2022/5/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,317450.9465
129,2022/5/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,406379.277
132,2022/5/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,449612.7242
135,2022/5/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,393890.8549
138,2022/5/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,376502.2525
141,2022/5/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,325961.9979
144,2022/5/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,326662.9163
147,2022/5/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,339991.1362
150,2022/5/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,391078.5026
153,2022/5/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,381338.7695
156,2022/5/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,398113.5998
159,2022/5/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,372268.5435
162,2022/5/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,355507.6771
165,2022/5/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,316422.2218
168,2022/5/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,374215.265
171,2022/5/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,381771.4878
174,2022/5/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,398414.7228
177,2022/5/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,380805.6603
180,2022/5/31,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,383890.3753
0,2022/6/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,369451.3414
3,2022/6/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,318425.0303
6,2022/6/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,349373.1232
9,2022/6/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,397845.6492
12,2022/6/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,382462.7216
15,2022/6/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,405889.9998
18,2022/6/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388279.8486
21,2022/6/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,326455.1746
24,2022/6/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,317204.754
27,2022/6/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,360039.1209
30,2022/6/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,383545.0407
33,2022/6/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,396569.2367
36,2022/6/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,386526.3245
39,2022/6/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,372401.86
42,2022/6/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,457302.7208
45,2022/6/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,338824.7101
48,2022/6/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,349806.3273
51,2022/6/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,392127.9843
54,2022/6/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,391024.6198
57,2022/6/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390408.8303
60,2022/6/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,362041.7791
63,2022/6/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,339344.447
66,2022/6/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,329318.4414
69,2022/6/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,347703.2152
72,2022/6/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388931.838
75,2022/6/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,410307.2323
78,2022/6/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,402648.1048
81,2022/6/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,378547.478
84,2022/6/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,334134.0318
87,2022/6/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,331875.1324
90,2022/7/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,385127.2388
93,2022/7/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,402853.8963
96,2022/7/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,419090.6512
99,2022/7/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,434035.311
102,2022/7/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,337811.1048
105,2022/7/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,337093.3222
108,2022/7/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,333817.8603
111,2022/7/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,358701.725
114,2022/7/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,392051.7246
117,2022/7/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,399263.9964
120,2022/7/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390598.3997
123,2022/7/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,373541.3406
126,2022/7/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,329923.2011
129,2022/7/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,336213.1659
132,2022/7/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,399000.545
135,2022/7/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,384816.1187
138,2022/7/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,361108.5405
141,2022/7/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401709.2304
144,2022/7/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,371743.1313
147,2022/7/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,348072.9943
150,2022/7/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,341350.6402
153,2022/7/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,348766.2159
156,2022/7/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,406610.8577
159,2022/7/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,380174.2002
162,2022/7/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,438126.9744
165,2022/7/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,385879.9428
168,2022/7/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,338252.1764
171,2022/7/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,338360.8588
174,2022/7/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,372756.0801
177,2022/7/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,375562.3818
180,2022/7/31,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401571.641
0,2022/8/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,447017.0032
3,2022/8/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,386999.0735
6,2022/8/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353075.3379
9,2022/8/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,338748.4971
12,2022/8/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,371666.5685
15,2022/8/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390466.9046
18,2022/8/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,398288.245
21,2022/8/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,410926.4558
24,2022/8/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,399364.7887
27,2022/8/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,366876.727
30,2022/8/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,385205.3075
33,2022/8/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,451901.5706
36,2022/8/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,411917.9811
39,2022/8/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,341124.4298
42,2022/8/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,433579.4316
45,2022/8/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401696.854
48,2022/8/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,346548.9986
51,2022/8/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,361211.7662
54,2022/8/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,356638.4309
57,2022/8/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,386395.4058
60,2022/8/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,394956.5982
63,2022/8/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,408901.2135
66,2022/8/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388814.5758
69,2022/8/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,333302.6358
72,2022/8/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,372774.2603
75,2022/8/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,354970.2866
78,2022/8/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,384925.8519
81,2022/8/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,394197.3421
84,2022/8/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,410711.3926
87,2022/8/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,381908.6816
90,2022/8/31,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,355466.1849
93,2022/9/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,397924.6757
96,2022/9/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390384.9362
99,2022/9/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,472548.1156
102,2022/9/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,440090.3031
105,2022/9/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,453798.4715
108,2022/9/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,297261.3802
111,2022/9/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,357664.4082
114,2022/9/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,332822.699
117,2022/9/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,361362.8139
120,2022/9/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,397063.5628
123,2022/9/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,391074.7204
126,2022/9/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,396419.8405
129,2022/9/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,379459.7953
132,2022/9/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,337687.0507
135,2022/9/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,437714.2032
138,2022/9/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,473430.9705
141,2022/9/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,649136.27
144,2022/9/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,312972.2603
147,2022/9/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,253926.3485
150,2022/9/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,442565.9926
153,2022/9/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,359588.0992
156,2022/9/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,374265.5482
159,2022/9/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,367392.791
162,2022/9/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,393264.4139
165,2022/9/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,419406.2383
168,2022/9/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,417972.7273
171,2022/9/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,376798.7599
174,2022/9/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353948.6062
177,2022/9/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,347724.4392
180,2022/9/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,368416.0796
0,2022/10/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,412630.5187
3,2022/10/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,393587.7757
6,2022/10/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,422902.6606
9,2022/10/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,382353.8966
12,2022/10/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,347985.1723
15,2022/10/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,337704.1064
18,2022/10/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,385918.3075
21,2022/10/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,412075.2639
24,2022/10/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,388871.7648
27,2022/10/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,426548.0813
30,2022/10/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,418602.1172
33,2022/10/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,344782.681
36,2022/10/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,341481.9834
39,2022/10/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,378487.2795
42,2022/10/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,472256.3972
45,2022/10/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,397081.0154
48,2022/10/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,411183.602
51,2022/10/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,409509.4796
54,2022/10/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,350032.8195
57,2022/10/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,374142.036
60,2022/10/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,361240.166
63,2022/10/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,411112.1963
66,2022/10/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,405042.8878
69,2022/10/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,412376.5457
72,2022/10/25,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,434110.9707
75,2022/10/26,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353600.2895
78,2022/10/27,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353596.5902
81,2022/10/28,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353530.9902
84,2022/10/29,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,396004.6106
87,2022/10/30,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,401755.8078
90,2022/10/31,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,417497.3527
93,2022/11/1,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,449095.4464
96,2022/11/2,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,347381.4252
99,2022/11/3,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,370056.6131
102,2022/11/4,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390456.8478
105,2022/11/5,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,420941.8454
108,2022/11/6,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,414644.4817
111,2022/11/7,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,414105.8702
114,2022/11/8,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,403037.7692
117,2022/11/9,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,349817.2348
120,2022/11/10,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,352629.8819
123,2022/11/11,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,348032.2888
126,2022/11/12,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,409541.1059
129,2022/11/13,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,396290.4777
132,2022/11/14,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,405915.7884
135,2022/11/15,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,474341.7924
138,2022/11/16,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,339295.1126
141,2022/11/17,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,342406.1287
144,2022/11/18,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,351760.688
147,2022/11/19,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,397569.3042
150,2022/11/20,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,390627.8991
153,2022/11/21,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,400916.0583
156,2022/11/22,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,392217.7208
159,2022/11/23,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,343647.7354
162,2022/11/24,1-1--,加工食品,1008--009,RDS06 スーパー 08 九州,353484.6636
